"","Project","Country","Date","Site","Latitude","Longitude","Species","Bag_number","Genotype","Cookie_no","Sophie","Condition","Tank_color","Temperature","Pam_value","Timepoint"
"288","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",22,4,8,"ICRA4","wild","5-orange",36,0.564,420
"289","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",18,5,9,"ICRA5","wild","5-orange",36,0.481,420
"290","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",19,6,10,"ICRA6","wild","5-orange",36,0.492,420
"291","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",21,7,11,"ICRA7","wild","5-orange",36,0.503,420
"292","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",38,8,12,"ICRA8","wild","5-orange",36,0.57,420
"293","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",41,9,13,"ICRA9","wild","5-orange",36,0.528,420
"294","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",44,10,14,"ICRA10","wild","5-orange",36,0.536,420
"295","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",17,11,15,"ICRA11","wild","5-orange",36,0.493,420
"296","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",36,12,16,"ICRA12","wild","5-orange",36,0.575,420
"297","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",37,13,17,"ICRA13","wild","5-orange",36,0.588,420
"298","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",42,14,18,"ICRA14","wild","5-orange",36,0.574,420
"299","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",43,15,19,"ICRA15","wild","5-orange",36,0.586,420
"300","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",39,16,20,"ICRA16","wild","5-orange",36,0.636,420
"301","ESA","TUT",2232026,5,-14.3381,-170.79341,"AHYA",26,1,1,"AHYA1","wild","6-brown",29,0.63,420
"302","ESA","TUT",2232026,5,-14.3381,-170.79341,"AHYA",35,2,2,"AHYA2","wild","6-brown",29,0.641,420
"303","ESA","TUT",2232026,5,-14.3381,-170.79341,"AABR",34,1,3,"AABR1","wild","6-brown",29,0.638,420
"304","ESA","TUT",2232026,5,-14.3381,-170.79341,"AABR",33,2,4,"AABR2","wild","6-brown",29,0.632,420
"305","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",23,1,5,"ICRA1","wild","6-brown",29,0.575,420
"306","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",16,2,6,"ICRA2","wild","6-brown",29,0.615,420
"307","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",24,3,7,"ICRA3","wild","6-brown",29,0.61,420
"308","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",22,4,8,"ICRA4","wild","6-brown",29,0.598,420
"309","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",18,5,9,"ICRA5","wild","6-brown",29,0.617,420
"310","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",19,6,10,"ICRA6","wild","6-brown",29,0.568,420
"311","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",21,7,11,"ICRA7","wild","6-brown",29,0.612,420
"312","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",38,8,12,"ICRA8","wild","6-brown",29,0.62,420
"313","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",41,9,13,"ICRA9","wild","6-brown",29,0.618,420
"314","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",44,10,14,"ICRA10","wild","6-brown",29,0.597,420
"315","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",17,11,15,"ICRA11","wild","6-brown",29,0.606,420
"316","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",36,12,16,"ICRA12","wild","6-brown",29,0.597,420
"317","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",37,13,17,"ICRA13","wild","6-brown",29,0.632,420
"318","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",42,14,18,"ICRA14","wild","6-brown",29,0.61,420
"319","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",43,15,19,"ICRA15","wild","6-brown",29,0.632,420
"320","ESA","TUT",2232026,5,-14.3381,-170.79341,"ICRA",39,16,20,"ICRA16","wild","6-brown",29,0.61,420
"321","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",26,1,1,"AABR1","wild","3-red",29,0.636,420
"322","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",27,2,2,"AABR2","wild","3-red",29,0.644,420
"323","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",28,3,3,"AABR3","wild","3-red",29,0.65,420
"324","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",2,4,4,"AABR4","wild","3-red",29,0.657,420
"325","ESA","TUT",20260213,7,-14.24378,-170.66918,"AHYA",32,1,5,"AHYA1","wild","3-red",29,0.649,420
"326","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",16,5,6,"AABR5","wild","3-red",29,0.638,420
"327","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",1,6,7,"AABR6","wild","3-red",29,0.662,420
"328","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",33,1,8,"AGLO1","wild","3-red",29,0.65,420
"329","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",29,2,9,"AGLO2","wild","3-red",29,0.65,420
"330","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",22,3,10,"AGLO3","wild","3-red",29,0.64,420
"331","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",34,4,11,"AGLO4","wild","3-red",29,0.641,420
"332","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",35,5,12,"AGLO5","wild","3-red",29,0.665,420
"333","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",3,6,13,"AGLO6","wild","3-red",29,0.634,420
"334","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",31,7,14,"AGLO7","wild","3-red",29,0.672,420
"335","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",30,8,15,"AGLO8","wild","3-red",29,0.665,420
"336","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",21,9,16,"AGLO9","wild","3-red",29,0.638,420
"337","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",5,10,17,"AGLO10","wild","3-red",29,0.657,420
"338","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",23,11,18,"AGLO11","wild","3-red",29,0.654,420
"339","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",26,1,1,"AABR1","wild","4-yellow",39,0.104,420
"340","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",27,2,2,"AABR2","wild","4-yellow",39,0.105,420
"341","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",28,3,3,"AABR3","wild","4-yellow",39,0.151,420
"342","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",2,4,4,"AABR4","wild","4-yellow",39,0.13,420
"343","ESA","TUT",20260213,7,-14.24378,-170.66918,"AHYA",32,1,5,"AHYA1","wild","4-yellow",39,0.042,420
"344","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",16,5,6,"AABR5","wild","4-yellow",39,0.058,420
"345","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",1,6,7,"AABR6","wild","4-yellow",39,0.048,420
"346","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",33,1,8,"AGLO1","wild","4-yellow",39,0.063,420
"347","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",29,2,9,"AGLO2","wild","4-yellow",39,0.063,420
"348","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",22,3,10,"AGLO3","wild","4-yellow",39,0.106,420
"349","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",34,4,11,"AGLO4","wild","4-yellow",39,0.013,420
"350","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",35,5,12,"AGLO5","wild","4-yellow",39,0.014,420
"351","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",3,6,13,"AGLO6","wild","4-yellow",39,0.098,420
"352","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",31,7,14,"AGLO7","wild","4-yellow",39,0.131,420
"353","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",30,8,15,"AGLO8","wild","4-yellow",39,0.074,420
"354","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",21,9,16,"AGLO9","wild","4-yellow",39,0.026,420
"355","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",5,10,17,"AGLO10","wild","4-yellow",39,0.096,420
"356","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",23,11,18,"AGLO11","wild","4-yellow",39,0.119,420
"357","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",26,1,1,"AABR1","wild","6-brown",36,0.671,420
"358","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",27,2,2,"AABR2","wild","6-brown",36,0.64,420
"359","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",28,3,3,"AABR3","wild","6-brown",36,0.647,420
"360","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",2,4,4,"AABR4","wild","6-brown",36,0.736,420
"361","ESA","TUT",20260213,7,-14.24378,-170.66918,"AHYA",32,1,5,"AHYA1","wild","6-brown",36,0.645,420
"362","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",16,5,6,"AABR5","wild","6-brown",36,0.574,420
"363","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",1,6,7,"AABR6","wild","6-brown",36,0.612,420
"364","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",33,1,8,"AGLO1","wild","6-brown",36,0.618,420
"365","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",29,2,9,"AGLO2","wild","6-brown",36,0.636,420
"366","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",22,3,10,"AGLO3","wild","6-brown",36,0.571,420
"367","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",34,4,11,"AGLO4","wild","6-brown",36,0.55,420
"368","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",35,5,12,"AGLO5","wild","6-brown",36,0.68,420
"369","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",3,6,13,"AGLO6","wild","6-brown",36,0.559,420
"370","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",31,7,14,"AGLO7","wild","6-brown",36,0.537,420
"371","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",30,8,15,"AGLO8","wild","6-brown",36,0.613,420
"372","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",21,9,16,"AGLO9","wild","6-brown",36,0.606,420
"373","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",5,10,17,"AGLO10","wild","6-brown",36,0.664,420
"374","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",23,11,18,"AGLO11","wild","6-brown",36,0.601,420
"375","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",26,1,1,"AABR1","wild","8-purple",38,0.461,420
"376","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",27,2,2,"AABR2","wild","8-purple",38,0.475,420
"377","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",28,3,3,"AABR3","wild","8-purple",38,0.477,420
"378","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",2,4,4,"AABR4","wild","8-purple",38,0.382,420
"379","ESA","TUT",20260213,7,-14.24378,-170.66918,"AHYA",32,1,5,"AHYA1","wild","8-purple",38,0.384,420
"380","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",16,5,6,"AABR5","wild","8-purple",38,0.303,420
"381","ESA","TUT",20260213,7,-14.24378,-170.66918,"AABR",1,6,7,"AABR6","wild","8-purple",38,0.359,420
"382","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",33,1,8,"AGLO1","wild","8-purple",38,0.356,420
"383","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",29,2,9,"AGLO2","wild","8-purple",38,0.385,420
"384","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",22,3,10,"AGLO3","wild","8-purple",38,0.497,420
"385","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",34,4,11,"AGLO4","wild","8-purple",38,0.394,420
"386","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",35,5,12,"AGLO5","wild","8-purple",38,0.303,420
"387","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",3,6,13,"AGLO6","wild","8-purple",38,0.5,420
"388","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",31,7,14,"AGLO7","wild","8-purple",38,0.506,420
"389","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",30,8,15,"AGLO8","wild","8-purple",38,0.413,420
"390","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",21,9,16,"AGLO9","wild","8-purple",38,0.413,420
"391","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",5,10,17,"AGLO10","wild","8-purple",38,0.406,420
"392","ESA","TUT",20260213,7,-14.24378,-170.66918,"AGLO",23,11,18,"AGLO11","wild","8-purple",38,0.402,420
"393","ESA","TUT",20260216,9,-14.36045,-170.74851,"AABR",6,1,20,"AABR1","wild","1-green",36,0.51,420
"394","ESA","TUT",20260216,9,-14.36045,-170.74851,"AABR",6,1,20,"AABR1","wild","2-blue",38,0.055,420
"395","ESA","TUT",20260216,9,-14.36045,-170.74851,"AABR",6,1,20,"AABR1","wild","4-yellow",29,0.582,420
"396","ESA","TUT",20260216,9,-14.36045,-170.74851,"AABR",6,1,20,"AABR1","wild","5-orange",39,0.043,420
"397","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",18,1,6,"AGLO1","wild","1-green",36,0.602,420
"398","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",25,2,7,"AGLO2","wild","1-green",36,0.602,420
"399","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",8,3,8,"AGLO3","wild","1-green",36,0.563,420
"400","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",24,4,9,"AGLO4","wild","1-green",36,0.483,420
"401","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",21,5,10,"AGLO5","wild","1-green",36,0.55,420
"402","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",16,6,11,"AGLO6","wild","1-green",36,0.405,420
"403","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",22,7,12,"AGLO7","wild","1-green",36,0.523,420
"404","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",17,8,19,"AGLO8","wild","1-green",36,0.651,420
"405","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",18,1,6,"AGLO1","wild","2-blue",38,0.261,420
"406","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",25,2,7,"AGLO2","wild","2-blue",38,0.277,420
"407","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",8,3,8,"AGLO3","wild","2-blue",38,0.176,420
"408","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",24,4,9,"AGLO4","wild","2-blue",38,0.295,420
"409","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",21,5,10,"AGLO5","wild","2-blue",38,0.392,420
"410","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",16,6,11,"AGLO6","wild","2-blue",38,0.067,420
"411","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",22,7,12,"AGLO7","wild","2-blue",38,0.149,420
"412","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",17,8,19,"AGLO8","wild","2-blue",38,0.381,420
"413","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",18,1,6,"AGLO1","wild","4-yellow",29,0.643,420
"414","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",25,2,7,"AGLO2","wild","4-yellow",29,0.643,420
"415","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",8,3,8,"AGLO3","wild","4-yellow",29,0.633,420
"416","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",24,4,9,"AGLO4","wild","4-yellow",29,0.634,420
"417","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",21,5,10,"AGLO5","wild","4-yellow",29,0.649,420
"418","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",16,6,11,"AGLO6","wild","4-yellow",29,0.627,420
"419","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",22,7,12,"AGLO7","wild","4-yellow",29,0.579,420
"420","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",17,8,19,"AGLO8","wild","4-yellow",29,0.653,420
"421","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",18,1,6,"AGLO1","wild","5-orange",39,0.011,420
"422","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",25,2,7,"AGLO2","wild","5-orange",39,0.098,420
"423","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",8,3,8,"AGLO3","wild","5-orange",39,0.04,420
"424","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",24,4,9,"AGLO4","wild","5-orange",39,0.034,420
"425","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",21,5,10,"AGLO5","wild","5-orange",39,0,420
"426","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",16,6,11,"AGLO6","wild","5-orange",39,0.017,420
"427","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",22,7,12,"AGLO7","wild","5-orange",39,0.017,420
"428","ESA","TUT",20260216,9,-14.36045,-170.74851,"AGLO",17,8,19,"AGLO8","wild","5-orange",39,0.005,420
"429","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",32,1,1,"AHYA1","wild","1-green",36,0.518,420
"430","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",34,2,2,"AHYA2","wild","1-green",36,0.605,420
"431","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",35,3,3,"AHYA3","wild","1-green",36,0.624,420
"432","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",31,4,4,"AHYA4","wild","1-green",36,0.593,420
"433","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",33,5,5,"AHYA5","wild","1-green",36,0.563,420
"434","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",32,1,1,"AHYA1","wild","2-blue",38,0.4515,420
"435","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",34,2,2,"AHYA2","wild","2-blue",38,0.119,420
"436","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",35,3,3,"AHYA3","wild","2-blue",38,0.135,420
"437","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",31,4,4,"AHYA4","wild","2-blue",38,0.211,420
"438","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",33,5,5,"AHYA5","wild","2-blue",38,0.099,420
"439","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",32,1,1,"AHYA1","wild","4-yellow",29,0.65,420
"440","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",34,2,2,"AHYA2","wild","4-yellow",29,0.61,420
"441","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",35,3,3,"AHYA3","wild","4-yellow",29,0.627,420
"442","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",31,4,4,"AHYA4","wild","4-yellow",29,0.628,420
"443","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",33,5,5,"AHYA5","wild","4-yellow",29,0.629,420
"444","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",32,1,1,"AHYA1","wild","5-orange",39,0.032,420
"445","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",34,2,2,"AHYA2","wild","5-orange",39,0.053,420
"446","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",35,3,3,"AHYA3","wild","5-orange",39,0.072,420
"447","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",31,4,4,"AHYA4","wild","5-orange",39,0.055,420
"448","ESA","TUT",20260216,9,-14.36045,-170.74851,"AHYA",33,5,5,"AHYA5","wild","5-orange",39,0.065,420
"449","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",38,1,13,"ICRA1","wild","1-green",36,0.465,420
"450","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",9,2,14,"ICRA2","wild","1-green",36,0.515,420
"451","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",39,3,15,"ICRA3","wild","1-green",36,0.505,420
"452","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",19,4,16,"ICRA4","wild","1-green",36,0.6,420
"453","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",36,5,17,"ICRA5","wild","1-green",36,0.543,420
"454","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",37,6,18,"ICRA6","wild","1-green",36,0.515,420
"455","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",38,1,13,"ICRA1","wild","2-blue",38,0.19,420
"456","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",9,2,14,"ICRA2","wild","2-blue",38,0.309,420
"457","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",39,3,15,"ICRA3","wild","2-blue",38,0.209,420
"458","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",19,4,16,"ICRA4","wild","2-blue",38,0.307,420
"459","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",36,5,17,"ICRA5","wild","2-blue",38,0.413,420
"460","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",37,6,18,"ICRA6","wild","2-blue",38,0.312,420
"461","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",38,1,13,"ICRA1","wild","4-yellow",29,0.574,420
"462","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",9,2,14,"ICRA2","wild","4-yellow",29,0.57,420
"463","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",39,3,15,"ICRA3","wild","4-yellow",29,0.544,420
"464","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",19,4,16,"ICRA4","wild","4-yellow",29,0.599,420
"465","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",36,5,17,"ICRA5","wild","4-yellow",29,0.575,420
"466","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",37,6,18,"ICRA6","wild","4-yellow",29,0.576,420
"467","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",38,1,13,"ICRA1","wild","5-orange",39,0.008,420
"468","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",9,2,14,"ICRA2","wild","5-orange",39,0.045,420
"469","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",39,3,15,"ICRA3","wild","5-orange",39,0.034,420
"470","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",19,4,16,"ICRA4","wild","5-orange",39,0.062,420
"471","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",36,5,17,"ICRA5","wild","5-orange",39,0.042,420
"472","ESA","TUT",20260216,9,-14.36045,-170.74851,"ICRA",37,6,18,"ICRA6","wild","5-orange",39,0.02,420
"473","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",35,1,1,"AHYA1","wild","2-blue",36,0.625,420
"474","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",33,2,2,"AHYA2","wild","2-blue",36,0.619,420
"475","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",31,1,3,"AABR1","wild","2-blue",36,0.575,420
"476","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",32,2,4,"AABR2","wild","2-blue",36,0.59,420
"477","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",11,1,5,"AGLO1","wild","2-blue",36,0.601,420
"478","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",12,2,6,"AGLO2","wild","2-blue",36,0.606,420
"479","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",14,3,7,"AGLO3","wild","2-blue",36,0.586,420
"480","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",22,4,8,"AGLO4","wild","2-blue",36,0.643,420
"481","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",21,5,9,"AGLO5","wild","2-blue",36,0.524,420
"482","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",13,6,10,"AGLO6","wild","2-blue",36,0.56,420
"483","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",6,1,11,"ICRA1","wild","2-blue",36,0.528,420
"484","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",36,2,12,"ICRA2","wild","2-blue",36,0.507,420
"485","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",23,3,13,"ICRA3","wild","2-blue",36,0.508,420
"486","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",2,4,14,"ICRA4","wild","2-blue",36,0.501,420
"487","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",3,5,15,"ICRA5","wild","2-blue",36,0.526,420
"488","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",38,6,16,"ICRA6","wild","2-blue",36,0.493,420
"489","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",5,7,17,"ICRA7","wild","2-blue",36,0.612,420
"490","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",37,8,18,"ICRA8","wild","2-blue",36,0.56,420
"491","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",39,9,19,"ICRA9","wild","2-blue",36,0.547,420
"492","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",24,10,20,"ICRA10","wild","2-blue",36,0.566,420
"493","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",35,1,1,"AHYA1","wild","4-yellow",38,0.46,420
"494","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",33,2,2,"AHYA2","wild","4-yellow",38,0.36,420
"495","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",31,1,3,"AABR1","wild","4-yellow",38,0.248,420
"496","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",32,2,4,"AABR2","wild","4-yellow",38,0.231,420
"497","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",11,1,5,"AGLO1","wild","4-yellow",38,0.342,420
"498","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",12,2,6,"AGLO2","wild","4-yellow",38,0.374,420
"499","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",14,3,7,"AGLO3","wild","4-yellow",38,0.343,420
"500","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",22,4,8,"AGLO4","wild","4-yellow",38,0.348,420
"501","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",21,5,9,"AGLO5","wild","4-yellow",38,0.389,420
"502","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",13,6,10,"AGLO6","wild","4-yellow",38,0.294,420
"503","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",6,1,11,"ICRA1","wild","4-yellow",38,0.294,420
"504","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",36,2,12,"ICRA2","wild","4-yellow",38,0.298,420
"505","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",23,3,13,"ICRA3","wild","4-yellow",38,0.316,420
