"","Project","Country","Date","Site","Latitude","Longitude","Species","Bag_number","Genotype","Cookie_no","Sophie","Condition","Tank_color","Temperature","Pam_value","Timepoint"
"506","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",2,4,14,"ICRA4","wild","4-yellow",38,0.273,420
"507","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",3,5,15,"ICRA5","wild","4-yellow",38,0.252,420
"508","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",38,6,16,"ICRA6","wild","4-yellow",38,0.373,420
"509","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",5,7,17,"ICRA7","wild","4-yellow",38,0.394,420
"510","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",37,8,18,"ICRA8","wild","4-yellow",38,0.379,420
"511","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",39,9,19,"ICRA9","wild","4-yellow",38,0.287,420
"512","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",24,10,20,"ICRA10","wild","4-yellow",38,0.268,420
"513","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",35,1,1,"AHYA1","wild","5-orange",29,0.621,420
"514","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",33,2,2,"AHYA2","wild","5-orange",29,0.617,420
"515","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",31,1,3,"AABR1","wild","5-orange",29,0.626,420
"516","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",32,2,4,"AABR2","wild","5-orange",29,0.506,420
"517","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",11,1,5,"AGLO1","wild","5-orange",29,0.663,420
"518","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",12,2,6,"AGLO2","wild","5-orange",29,0.626,420
"519","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",14,3,7,"AGLO3","wild","5-orange",29,0.655,420
"520","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",22,4,8,"AGLO4","wild","5-orange",29,0.646,420
"521","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",21,5,9,"AGLO5","wild","5-orange",29,0.647,420
"522","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",13,6,10,"AGLO6","wild","5-orange",29,0.643,420
"523","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",6,1,11,"ICRA1","wild","5-orange",29,0.543,420
"524","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",36,2,12,"ICRA2","wild","5-orange",29,0.589,420
"525","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",23,3,13,"ICRA3","wild","5-orange",29,0.537,420
"526","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",2,4,14,"ICRA4","wild","5-orange",29,0.541,420
"527","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",3,5,15,"ICRA5","wild","5-orange",29,0.573,420
"528","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",38,6,16,"ICRA6","wild","5-orange",29,0.548,420
"529","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",5,7,17,"ICRA7","wild","5-orange",29,0.584,420
"530","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",37,8,18,"ICRA8","wild","5-orange",29,0.591,420
"531","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",39,9,19,"ICRA9","wild","5-orange",29,0.578,420
"532","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",24,10,20,"ICRA10","wild","5-orange",29,0.565,420
"533","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",35,1,1,"AHYA1","wild","7-grey",39,0.298,420
"534","ESA","TUT",2172026,10,-14.27898,-170.5863,"AHYA",33,2,2,"AHYA2","wild","7-grey",39,0.293,420
"535","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",31,1,3,"AABR1","wild","7-grey",39,0.168,420
"536","ESA","TUT",2172026,10,-14.27898,-170.5863,"AABR",32,2,4,"AABR2","wild","7-grey",39,0.054,420
"537","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",11,1,5,"AGLO1","wild","7-grey",39,0.137,420
"538","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",12,2,6,"AGLO2","wild","7-grey",39,0.249,420
"539","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",14,3,7,"AGLO3","wild","7-grey",39,0.24,420
"540","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",22,4,8,"AGLO4","wild","7-grey",39,0.15,420
"541","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",21,5,9,"AGLO5","wild","7-grey",39,0.162,420
"542","ESA","TUT",2172026,10,-14.27898,-170.5863,"AGLO",13,6,10,"AGLO6","wild","7-grey",39,0.227,420
"543","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",6,1,11,"ICRA1","wild","7-grey",39,0.2,420
"544","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",36,2,12,"ICRA2","wild","7-grey",39,0.138,420
"545","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",23,3,13,"ICRA3","wild","7-grey",39,0.121,420
"546","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",2,4,14,"ICRA4","wild","7-grey",39,0.137,420
"547","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",3,5,15,"ICRA5","wild","7-grey",39,0.123,420
"548","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",38,6,16,"ICRA6","wild","7-grey",39,0.213,420
"549","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",5,7,17,"ICRA7","wild","7-grey",39,0.195,420
"550","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",37,8,18,"ICRA8","wild","7-grey",39,0.247,420
"551","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",39,9,19,"ICRA9","wild","7-grey",39,0.157,420
"552","ESA","TUT",2172026,10,-14.27898,-170.5863,"ICRA",24,10,20,"ICRA10","wild","7-grey",39,0.169,420
"553","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",18,1,1,"AHYA1","wild","1-green",29,0.665,420
"554","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",16,2,2,"AHYA2","wild","1-green",29,0.601,420
"555","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",17,1,3,"AABR1","wild","1-green",29,0.656,420
"556","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",21,2,4,"AABR2","wild","1-green",29,0.654,420
"557","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",10,1,5,"ICRA1","wild","1-green",29,0.63,420
"558","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",20,2,6,"ICRA2","wild","1-green",29,0.658,420
"559","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",19,3,7,"ICRA3","wild","1-green",29,0.626,420
"560","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",29,4,8,"ICRA4","wild","1-green",29,0.615,420
"561","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",26,5,9,"ICRA5","wild","1-green",29,0.631,420
"562","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",4,6,10,"ICRA6","wild","1-green",29,0.612,420
"563","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",28,7,11,"ICRA7","wild","1-green",29,0.636,420
"564","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",27,8,12,"ICRA8","wild","1-green",29,0.62,420
"565","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",23,1,13,"AGLO1","wild","1-green",29,0.665,420
"566","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",24,2,14,"AGLO2","wild","1-green",29,0.635,420
"567","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",11,3,15,"AGLO3","wild","1-green",29,0.659,420
"568","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",12,4,16,"AGLO4","wild","1-green",29,0.65,420
"569","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",13,5,17,"AGLO5","wild","1-green",29,0.669,420
"570","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",33,6,18,"AGLO6","wild","1-green",29,0.656,420
"571","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",14,7,19,"AGLO7","wild","1-green",29,0.666,420
"572","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",32,8,20,"AGLO8","wild","1-green",29,0.688,420
"573","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",18,1,1,"AHYA1","wild","5-orange",38,0.33,420
"574","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",16,2,2,"AHYA2","wild","5-orange",38,0.122,420
"575","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",17,1,3,"AABR1","wild","5-orange",38,0.185,420
"576","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",21,2,4,"AABR2","wild","5-orange",38,0.254,420
"577","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",10,1,5,"ICRA1","wild","5-orange",38,0.281,420
"578","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",20,2,6,"ICRA2","wild","5-orange",38,0.245,420
"579","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",19,3,7,"ICRA3","wild","5-orange",38,0.451,420
"580","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",29,4,8,"ICRA4","wild","5-orange",38,0.215,420
"581","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",26,5,9,"ICRA5","wild","5-orange",38,0.309,420
"582","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",4,6,10,"ICRA6","wild","5-orange",38,0.22,420
"583","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",28,7,11,"ICRA7","wild","5-orange",38,0.178,420
"584","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",27,8,12,"ICRA8","wild","5-orange",38,0.129,420
"585","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",23,1,13,"AGLO1","wild","5-orange",38,0.279,420
"586","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",24,2,14,"AGLO2","wild","5-orange",38,0.413,420
"587","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",11,3,15,"AGLO3","wild","5-orange",38,0.25,420
"588","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",12,4,16,"AGLO4","wild","5-orange",38,0.312,420
"589","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",13,5,17,"AGLO5","wild","5-orange",38,0.269,420
"590","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",33,6,18,"AGLO6","wild","5-orange",38,0.466,420
"591","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",14,7,19,"AGLO7","wild","5-orange",38,0.374,420
"592","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",32,8,20,"AGLO8","wild","5-orange",38,0.407,420
"593","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",18,1,1,"AHYA1","wild","6-brown",39,0.213,420
"594","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",16,2,2,"AHYA2","wild","6-brown",39,0.029,420
"595","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",17,1,3,"AABR1","wild","6-brown",39,0.085,420
"596","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",21,2,4,"AABR2","wild","6-brown",39,0.14,420
"597","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",10,1,5,"ICRA1","wild","6-brown",39,0.069,420
"598","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",20,2,6,"ICRA2","wild","6-brown",39,0.102,420
"599","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",19,3,7,"ICRA3","wild","6-brown",39,0.247,420
"600","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",29,4,8,"ICRA4","wild","6-brown",39,0.104,420
"601","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",26,5,9,"ICRA5","wild","6-brown",39,0.012,420
"602","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",4,6,10,"ICRA6","wild","6-brown",39,0.046,420
"603","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",28,7,11,"ICRA7","wild","6-brown",39,0,420
"604","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",27,8,12,"ICRA8","wild","6-brown",39,0.01,420
"605","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",23,1,13,"AGLO1","wild","6-brown",39,0.058,420
"606","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",24,2,14,"AGLO2","wild","6-brown",39,0.161,420
"607","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",11,3,15,"AGLO3","wild","6-brown",39,0.027,420
"608","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",12,4,16,"AGLO4","wild","6-brown",39,0.145,420
"609","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",13,5,17,"AGLO5","wild","6-brown",39,0.025,420
"610","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",33,6,18,"AGLO6","wild","6-brown",39,0.19,420
"611","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",14,7,19,"AGLO7","wild","6-brown",39,0.186,420
"612","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",32,8,20,"AGLO8","wild","6-brown",39,0.123,420
"613","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",18,1,1,"AHYA1","wild","8-purple",36,0.555,420
"614","ESA","TUT",20260210,11,-14.33699,-170.71101,"AHYA",16,2,2,"AHYA2","wild","8-purple",36,0.46,420
"615","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",17,1,3,"AABR1","wild","8-purple",36,0.636,420
"616","ESA","TUT",20260210,11,-14.33699,-170.71101,"AABR",21,2,4,"AABR2","wild","8-purple",36,0.649,420
"617","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",10,1,5,"ICRA1","wild","8-purple",36,0.475,420
"618","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",20,2,6,"ICRA2","wild","8-purple",36,0.441,420
"619","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",19,3,7,"ICRA3","wild","8-purple",36,0.594,420
"620","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",29,4,8,"ICRA4","wild","8-purple",36,0.588,420
"621","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",26,5,9,"ICRA5","wild","8-purple",36,0.468,420
"622","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",4,6,10,"ICRA6","wild","8-purple",36,0.517,420
"623","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",28,7,11,"ICRA7","wild","8-purple",36,0.56,420
"624","ESA","TUT",20260210,11,-14.33699,-170.71101,"ICRA",27,8,12,"ICRA8","wild","8-purple",36,0.582,420
"625","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",23,1,13,"AGLO1","wild","8-purple",36,0.579,420
"626","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",24,2,14,"AGLO2","wild","8-purple",36,0.621,420
"627","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",11,3,15,"AGLO3","wild","8-purple",36,0.619,420
"628","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",12,4,16,"AGLO4","wild","8-purple",36,0.617,420
"629","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",13,5,17,"AGLO5","wild","8-purple",36,0.639,420
"630","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",33,6,18,"AGLO6","wild","8-purple",36,0.659,420
"631","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",14,7,19,"AGLO7","wild","8-purple",36,0.654,420
"632","ESA","TUT",20260210,11,-14.33699,-170.71101,"AGLO",32,8,20,"AGLO8","wild","8-purple",36,0.656,420
