Project,Country,Date,Site,Latitude,Longitude,Species,Bag_number,Genotype,Cookie_no,Sophie,Condition,Tank_color,Temperature,PAM1,PAM2,Pam_value,comments,Timepoint
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,24,7,16,AGLO7,wild,4-yellow,29,,,0.61,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,24,7,16,AGLO7,wild,5-orange,35,,,0.562,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,24,7,16,AGLO7,wild,6-brown,38,,,0.408,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,24,7,16,AGLO7,wild,7-grey,36,,,0.521,PAM side on right,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,1-green,39,,,0.151,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,2-blue,34,,,0.616,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,3-red,37,,,0.515,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,4-yellow,29,,,0.65,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,5-orange,35,,,0.609,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,6-brown,38,,,0.463,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,6,8,17,AGLO8,wild,7-grey,36,,,0.58,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,1-green,39,,,0.074,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,2-blue,34,,,0.633,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,3-red,37,,,0.524,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,4-yellow,29,,,0.642,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,5-orange,35,,,0.638,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,6-brown,38,,,0.478,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AGLO,9,9,18,AGLO9,wild,7-grey,36,,,0.622,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,1-green,39,,,0.168,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,2-blue,34,,,0.659,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,3-red,37,,,0.434,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,4-yellow,29,,,0.651,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,5-orange,35,,,0.626,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,6-brown,38,,,0.569,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,AHYA,5,1,1,AHYA1,wild,7-grey,36,,,0.597,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,1-green,39,,,0.153,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,2-blue,34,,,0.631,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,3-red,37,,,0.607,"frag was flipped over, maybe redo",420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,4-yellow,29,,,0.606,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,5-orange,35,,,0.654,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,6-brown,38,,,0.562,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,31,1,2,ICRA1,wild,7-grey,36,,,0.637,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,1-green,39,,,0.215,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,2-blue,34,,,0.591,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,3-red,37,,,0.509,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,4-yellow,29,,,0.65,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,5-orange,35,,,0.634,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,6-brown,38,,,0.558,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,26,2,3,ICRA2,wild,7-grey,36,,,0.579,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,1-green,39,,,0.146,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,2-blue,34,,,0.628,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,3-red,37,,,0.509,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,4-yellow,29,,,0.589,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,5-orange,35,,,0.624,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,6-brown,38,,,0.546,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,12,3,4,ICRA3,wild,7-grey,36,,,0.635,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,1-green,39,,,0.033,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,2-blue,34,,,0.607,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,3-red,37,,,0.381,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,4-yellow,29,,,0.565,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,5-orange,35,,,0.575,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,6-brown,38,,,0.435,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,29,4,5,ICRA4,wild,7-grey,36,,,0.532,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,1-green,39,,,0.146,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,2-blue,34,,,0.627,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,3-red,37,,,0.527,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,4-yellow,29,,,0.637,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,5-orange,35,,,0.646,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,6-brown,38,,,0.544,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,11,5,6,ICRA5,wild,7-grey,36,,,0.605,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,1-green,39,,,0.031,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,2-blue,34,,,0.591,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,3-red,37,,,0.453,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,4-yellow,29,,,0.569,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,5-orange,35,,,0.579,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,6-brown,38,,,0.47,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,13,6,7,ICRA6,wild,7-grey,36,,,0.587,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,1-green,39,,,0.008,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,2-blue,34,,,0.596,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,3-red,37,,,0.412,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,4-yellow,29,,,0.588,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,5-orange,35,,,0.614,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,6-brown,38,,,0.342,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,27,7,8,ICRA7,wild,7-grey,36,,,0.568,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,1-green,39,,,0.083,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,2-blue,34,,,0.607,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,3-red,37,,,0.394,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,4-yellow,29,,,0.606,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,5-orange,35,,,0.611,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,6-brown,38,,,0.425,,420
ESA,TUT,20260214,1,-14.28361,-170.60696,ICRA,25,8,9,ICRA8,wild,7-grey,36,,,0.57,,420
