Project,Country,Date,Site,Latitude,Longitude,Species,Bag_number,Genotype,Cookie_no,Sophie,Condition,Tank_color,Temperature,PAM1,PAM2,Pam_value,comments,Timepoint
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,26,1,1,AABR1,wild,2-blue,37,,,0.516,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,27,2,2,AABR2,wild,2-blue,37,,,0.509,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,28,3,3,AABR3,wild,2-blue,37,,,0.53,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,2,4,4,AABR4,wild,2-blue,37,,,0.538,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AHYA,32,1,5,AHYA1,wild,2-blue,37,,,0.587,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,16,5,6,AABR5,wild,2-blue,37,,0.536,0.455,not liking the curve (9:07);  re-PAMed and curve improved,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,1,6,7,AABR6,wild,2-blue,37,,,0.517,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,33,1,8,AGLO1,wild,2-blue,37,,,0.429,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,29,2,9,AGLO2,wild,2-blue,37,,,0.489,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,22,3,10,AGLO3,wild,2-blue,37,,,0.486,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,34,4,11,AGLO4,wild,2-blue,37,,,0.344,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,35,5,12,AGLO5,wild,2-blue,37,,,0.505,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,3,6,13,AGLO6,wild,2-blue,37,,,0.575,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,31,7,14,AGLO7,wild,2-blue,37,,,0.488,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,30,8,15,AGLO8,wild,2-blue,37,,,0.424,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,21,9,16,AGLO9,wild,2-blue,37,,0.442,0.433,not liking the curve (9:10); re-PAMed and curve improved,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,5,10,17,AGLO10,wild,2-blue,37,,0.545,0.551,not liking the curve (9:10); re-PAMed;  re-PAMed and curve improved,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,23,11,18,AGLO11,wild,2-blue,37,,,0.504,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,26,1,1,AABR1,wild,3-red,29,,,0.636,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,27,2,2,AABR2,wild,3-red,29,,,0.644,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,28,3,3,AABR3,wild,3-red,29,,,0.65,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,2,4,4,AABR4,wild,3-red,29,,,0.657,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AHYA,32,1,5,AHYA1,wild,3-red,29,,,0.649,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,16,5,6,AABR5,wild,3-red,29,,,0.638,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,1,6,7,AABR6,wild,3-red,29,,,0.662,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,33,1,8,AGLO1,wild,3-red,29,,,0.65,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,29,2,9,AGLO2,wild,3-red,29,,,0.65,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,22,3,10,AGLO3,wild,3-red,29,,,0.64,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,34,4,11,AGLO4,wild,3-red,29,,,0.641,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,35,5,12,AGLO5,wild,3-red,29,,,0.665,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,3,6,13,AGLO6,wild,3-red,29,,,0.634,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,31,7,14,AGLO7,wild,3-red,29,,,0.672,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,30,8,15,AGLO8,wild,3-red,29,,,0.665,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,21,9,16,AGLO9,wild,3-red,29,,,0.638,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,5,10,17,AGLO10,wild,3-red,29,,,0.657,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AGLO,23,11,18,AGLO11,wild,3-red,29,,,0.654,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,26,1,1,AABR1,wild,4-yellow,39,,,0.104,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,27,2,2,AABR2,wild,4-yellow,39,,,0.105,,420
ESA,TUT,20260213,7,-14.24378,-170.66918,AABR,28,3,3,AABR3,wild,4-yellow,39,,,0.151,,420
