Project,Country,Date,Site,Latitude,Longitude,Species,Bag_number,Genotype,Cookie_no,Sophie,Condition,Tank_color,Temperature,PAM1,PAM2,Pam_value,comments,Timepoint
ESA,TUT,22020206,4,-14.36102,-170.78142,AHYA,16,1,1,AHYA1,wild,1-green,38.5,,,0.359,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AHYA,10,2,2,AHYA2,wild,1-green,38.5,,,0.326,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AABR,6,1,3,AABR1,wild,1-green,38.5,,,0.249,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AABR,7,2,4,AABR2,wild,1-green,38.5,,,0.239,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,25,1,5,AGLO1,wild,1-green,38.5,,,0.067,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,27,2,6,AGLO2,wild,1-green,38.5,,,0.355,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,22,3,7,AGLO3,wild,1-green,38.5,,,0.248,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,26,4,8,AGLO4,wild,1-green,38.5,,,0.343,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,34,5,9,AGLO5,wild,1-green,38.5,,,0.158,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,24,6,10,AGLO6,wild,1-green,38.5,,,0.163,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,21,7,11,AGLO7,wild,1-green,38.5,,0.368,0.428,redo as value seemed unusually high,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AGLO,35,8,12,AGLO8,wild,1-green,38.5,,,0.275,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,64,1,13,ICRA1,wild,1-green,38.5,,,0.222,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,41,2,14,ICRA2,wild,1-green,38.5,,,0.234,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,42,3,15,ICRA3,wild,1-green,38.5,,,0.285,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,61,4,16,ICRA4,wild,1-green,38.5,,,0.203,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,62,5,17,ICRA5,wild,1-green,38.5,,,0.321,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,43,6,18,ICRA6,wild,1-green,38.5,,,0.199,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,63,7,19,ICRA7,wild,1-green,38.5,,,0.265,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,ICRA,44,8,20,ICRA8,wild,1-green,38.5,,0.405,0.375,redo as value seemed unusually high,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AHYA,16,1,1,AHYA1,wild,2-blue,39,,,0.149,,420
ESA,TUT,22020206,4,-14.36102,-170.78142,AHYA,10,2,2,AHYA2,wild,2-blue,39,,,0.119,,420
