Project,Country,Date,Site,Latitude,Longitude,Species,Bag_number,Genotype,Cookie_no,Sophie,Condition,Tank_color,Temperature,PAM1,PAM2,Pam_value,comments,Timepoint
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,2-blue,38,,,0.283,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,2-blue,38,,,0.292,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,2-blue,38,,,0.353,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,2-blue,38,,,0.358,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,2-blue,38,,,0.434,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,2-blue,38,,,0.201,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,2-blue,38,,,0.333,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,2-blue,38,,,0.264,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,2-blue,38,,,0.314,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,2-blue,38,,,0.267,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,2-blue,38,,,0.322,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,2-blue,38,,,0.383,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,2-blue,38,,,0.355,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,2-blue,38,,,0.34,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,2-blue,38,,,0.278,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,2-blue,38,,,0.38,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,2-blue,38,,,0.41,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,2-blue,38,,,0.329,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,2-blue,38,,,0.256,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,2-blue,38,,,0.178,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,3-red,37,,,0.559,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,3-red,37,,,0.55,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,3-red,37,,,0.486,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,3-red,37,,,0.541,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,3-red,37,,,0.493,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,3-red,37,0.608,0.561,0.339,repeated cause so low on first read,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,3-red,37,,,0.55,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,3-red,37,0.487,0.576,0.353,repeated cause so low on first read,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,3-red,37,,,0.497,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,3-red,37,,,0.426,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,3-red,37,,,0.435,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,3-red,37,,,0.509,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,3-red,37,,,0.518,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,3-red,37,,,0.485,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,3-red,37,,,0.427,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,3-red,37,,,0.501,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,3-red,37,,,0.572,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,3-red,37,,,0.477,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,3-red,37,,,0.449,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,3-red,37,,,0.362,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,4-yellow,37.5,,,0.412,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,4-yellow,37.5,0.494,0.453,0.537,repeated given high initial reading,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,4-yellow,37.5,,,0.466,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,4-yellow,37.5,,,0.361,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,4-yellow,37.5,,,0.393,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,4-yellow,37.5,,,0.227,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,4-yellow,37.5,,,0.278,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,4-yellow,37.5,0.45,0.364,0.588,repeated given high initial reading,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,4-yellow,37.5,,,0.397,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,4-yellow,37.5,,,0.368,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,4-yellow,37.5,,,0.44,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,4-yellow,37.5,,,0.494,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,4-yellow,37.5,,,0.461,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,4-yellow,37.5,,,0.438,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,4-yellow,37.5,,,0.43,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,4-yellow,37.5,,,0.448,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,4-yellow,37.5,,,0.452,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,4-yellow,37.5,,,0.456,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,4-yellow,37.5,,,0.39,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,4-yellow,37.5,,,0.343,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,5-orange,38.5,,,0.158,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,5-orange,38.5,,,0.133,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,5-orange,38.5,,,0.067,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,5-orange,38.5,,,0.061,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,5-orange,38.5,,,0.192,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,5-orange,38.5,,,0.019,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,5-orange,38.5,,,0.089,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,5-orange,38.5,,,0.109,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,5-orange,38.5,,,0.212,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,5-orange,38.5,,,0.141,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,5-orange,38.5,,,0.132,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,5-orange,38.5,,,0.262,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,5-orange,38.5,,,0.206,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,5-orange,38.5,,,0.151,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,5-orange,38.5,,,0.161,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,5-orange,38.5,,,0.201,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,5-orange,38.5,,,0.08,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,5-orange,38.5,,,0.099,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,5-orange,38.5,,,0.08,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,5-orange,38.5,,,0.051,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,6-brown,39,,,0.075,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,6-brown,39,,,0.13,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,6-brown,39,,,0.125,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,6-brown,39,,,0.147,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,6-brown,39,,,0.182,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,6-brown,39,,,0.107,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,6-brown,39,,,0.075,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,6-brown,39,,,0.162,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,6-brown,39,,,0.186,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,6-brown,39,,,0.146,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,6-brown,39,,,0.095,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,6-brown,39,,,0.203,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,6-brown,39,,,0.15,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,6-brown,39,,,0.033,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,6-brown,39,,,0.102,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,6-brown,39,,,0.218,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,6-brown,39,,,0.144,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,6-brown,39,,,0.139,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,6-brown,39,,,0.089,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,6-brown,39,,,0.074,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,7-grey,29,,,0.659,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,7-grey,29,,,0.69,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,7-grey,29,,,0.657,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,7-grey,29,,,0.642,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,7-grey,29,,,0.647,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,7-grey,29,,,0.663,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,7-grey,29,,,0.653,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,7-grey,29,,,0.659,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,7-grey,29,,,0.612,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,7-grey,29,,,0.607,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,7-grey,29,,,0.615,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,7-grey,29,,,0.611,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,7-grey,29,,,0.622,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,7-grey,29,,,0.627,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,7-grey,29,,,0.62,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,7-grey,29,,,0.619,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,7-grey,29,,,0.644,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,7-grey,29,,,0.649,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,7-grey,29,,,0.656,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,7-grey,29,,,0.644,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,15,1,1,AGLO1,wild,8-purple,36,,,0.619,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,14,2,2,AGLO2,wild,8-purple,36,,,0.604,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,38,3,3,AGLO3,wild,8-purple,36,,,0.592,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,40,4,4,AGLO4,wild,8-purple,36,,,0.595,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,36,5,5,AGLO5,wild,8-purple,36,,,0.587,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,16,6,6,AGLO6,wild,8-purple,36,,,0.538,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,12,7,7,AGLO7,wild,8-purple,36,,,0.597,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AGLO,39,8,8,AGLO8,wild,8-purple,36,,,0.62,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,33,1,9,ICRA1,wild,8-purple,36,,,0.535,edge piece PAM right side of frag,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,61,2,10,ICRA2,wild,8-purple,36,,,0.524,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,35,3,11,ICRA3,wild,8-purple,36,,,0.558,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,34,4,12,ICRA4,wild,8-purple,36,,,0.579,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,63,5,13,ICRA5,wild,8-purple,36,,,0.558,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,64,6,14,ICRA6,wild,8-purple,36,,,0.536,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,62,7,15,ICRA7,wild,8-purple,36,,,0.541,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,ICRA,66,8,16,ICRA8,wild,8-purple,36,,,0.577,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,32,1,17,AHYA1,wild,8-purple,36,,,0.644,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AHYA,29,2,18,AHYA2,wild,8-purple,36,,,0.647,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,26,1,19,AABR1,wild,8-purple,36,,,0.573,,420
ESA,TUT,2192026,3,-14.3292,-170.83196,AABR,27,2,20,AABR2,wild,8-purple,36,,,0.587,,420
